OC_omid,issn,EP_id,Publications_in_venue,Open Access
061401781057,"['1613-3625', '1612-1783']",478281,300,Uknown
061401785336,['2636-8048'],499424,119,Uknown
0614017966,"['0022-216X', '1469-767X']",443192,1125,Uknown
0614018005,"['1538-4780', '0022-2194']",340707,3004,Uknown
061401802963,"['2104-3868', '0035-0737']",446572,125,Uknown
061401812229,"['0969-594X', '1465-329X']",438175,818,Uknown
061401815352,"['2522-4786', '2076-7382']",504558,92,Uknown
061401834784,['1813-7083'],494552,204,Uknown
061401834803,['2254-5883'],486051,56,True
061401834935,"['2254-6103', '1133-6137']",496383,495,True
061401847645,['1645-9199'],499489,16,Uknown
061401848526,['1645-1112'],483345,2,Uknown
061401853134,"['0328-3445', '1852-8562']",485385,15,True
061401868950,"['1086-3311', '0272-9601']",446142,194,Uknown
061401871453,['2300-9969'],488982,279,True
061401871476,"['2301-0665', '0797-8316']",494797,52,True
061401871488,['2301-1092'],502515,2,True
061401871505,"['2301-1505', '2301-1513']",499205,4,True
061401871528,['2301-1610'],493401,1,True
061401871532,"['1510-5024', '2301-1629']",497332,7,True
061401873682,"['2076-8214', '2078-1938']",478550,51,Uknown
061401873845,['0869-5415'],482545,42,Uknown
061401880346,['2344-5416'],487074,367,True
061401880377,"['1454-8100', '2344-5440']",479864,61,True
061401880410,"['2344-5645', '1453-0201']",494016,23,Uknown
061401880487,"['0124-2253', '2344-8350']",488797,153,True
061401882732,['1138-6363'],474650,7,Uknown
061401882741,['1138-7319'],482918,32,Uknown
061401901174,"['0870-4546', '2183-2021']",482558,93,Uknown
061401901193,"['0870-5283', '2183-461X']",482560,78,Uknown
061401901229,"['0870-6182', '2183-7791']",482562,199,True
061401901340,"['2183-3516', '0871-4290']",482568,6,True
061401901344,['0871-9527'],494224,5,Uknown
061401901372,['0872-3419'],484007,25,True
061401914614,['2148-2225'],491259,167,True
061401922239,"['2056-3256', '2056-3264']",497286,98,Uknown
0614019237,"['1467-7687', '1363-755X']",439862,2343,Uknown
061401924572,"['2397-2637', '2397-2645']",497575,55,Uknown
0614019257,['1363-951X'],445901,1035,Uknown
061401926397,['2232-5697'],479108,5,True
061401926453,"['2232-8211', '2232-822X']",488425,28,True
061401926487,['2232-867X'],497403,7,Uknown
061401926503,"['2232-9633', '2232-8823']",488422,38,True
061401926536,"['2232-9641', '2566-2805']",493240,63,True
061401926562,"['2232-9668', '2232-9684']",488423,19,True
061401937937,['2386-8066'],488163,9,True
061401937955,['2386-8295'],488550,5,True
061401937961,['2386-8333'],488432,210,True
061401938019,['2386-8449'],491140,4,Uknown
061401938027,['2386-8635'],471052,7,True
061401938031,['2386-8694'],487227,15,True
061401938047,"['2386-8732', '2386-2912']",495033,5,Uknown
061401938057,"['2386-8864', '1136-2464']",486058,23,True
061401938149,['2386-9968'],502401,14,True
061401955752,"['1868-632X', '1868-6338']",484995,69,Uknown
061401955777,"['1868-6346', '1868-6354']",485083,251,True
061401957283,['0862-8432'],451205,27,True
061401965504,['2219-7931'],502155,30,Uknown
061401965518,"['2219-8237', '0258-2279']",482099,422,True
061401976797,"['0123-0301', '2665-329X']",499605,2,True
061401976799,"['2665-3354', '1657-8031']",485880,119,True
061401976830,"['2539-0147', '2665-3443']",497056,1,Uknown
061401976832,"['0120-1468', '2665-3834']",485449,45,True
061401977014,"['2011-0324', '2665-4814']",485587,150,True
061401981345,"['2306-3971', '2521-1056']",496553,110,True
061401983984,"['1752-4989', '0021-1400']",481586,322,Uknown
061401984242,"['2047-2153', '0021-1427']",442177,105,Uknown
061401985111,"['1989-1385', '2529-9727']",485162,128,True
061401985723,"['1130-7021', '1989-0796']",493318,4,Uknown
061401992605,['2659-6881'],497213,86,True
061401992645,"['2659-8574', '2659-5354']",497324,20,True
061401992649,['2659-8620'],505327,1,True
061401992651,['2659-8671'],500058,60,True
061401993219,"['1668-723X', '1666-485X']",501826,13,True
061402004987,"['0104-3757', '1983-1730']",499231,34,True
061402019902,['1783-2454'],476412,15,Uknown
061402020104,['1783-8363'],484223,22,Uknown
061402047694,"['2196-9361', '2196-9353']",480673,6,Uknown
061402047736,"['2196-9655', '2196-9663']",487433,109,True
0614020480,"['1045-2249', '1465-7279']",343536,4457,Uknown
0614020502,"['0146-8693', '1465-735X']",443500,3450,Uknown
0614020520,"['1465-7368', '0893-9454']",446484,2458,Uknown
0614020571,"['1743-9590', '1466-0970']",446988,1171,Uknown
0614020585,"['0960-2011', '1464-0694']",445149,1477,Uknown
061402087559,['2544-2317'],498239,4,True
061402087585,"['2544-2139', '2544-2546']",500310,34,True
061402087606,"['0024-4708', '2544-2872']",497769,6,True
061402087614,"['2081-8882', '2544-3003']",486220,56,True
061402087623,['2544-302X'],493188,8,True
061402087632,"['2544-3186', '1508-6305']",488134,4,True
061402087636,"['2544-3275', '1899-0665']",493779,484,True
061402087706,"['2543-5442', '2544-3283']",499222,62,Uknown
061402087767,"['2088-5350', '2528-5173']",494046,30,Uknown
061402113279,"['0212-4068', '1989-9106']",482012,254,True
061402114204,"['1989-8975', '1699-7476']",491087,143,True
061402114220,"['1134-6035', '1989-8991']",486558,140,True
061402114221,['1989-9068'],486052,130,True
061402114261,['1989-9076'],490578,43,Uknown
061402114299,['1989-9289'],483903,136,True
061402114313,"['1889-4178', '1989-9335']",485104,90,Uknown
061402129457,['2446-774X'],492958,177,True
061402144783,"['1514-8327', '1851-1740']",493726,26,True
061402144792,['1851-992X'],489831,148,True
061402159376,['2398-7685'],502081,7,True
061402189612,"['2300-9683', '2543-8557']",489665,4,Uknown
0614021931,['1538-4586'],443930,249,Uknown
061402196814,['2316-8544'],504325,5,True
061402196835,"['1519-7778', '2316-8838']",489054,23,True
0614022045,"['0022-5002', '1938-3711']",443916,3617,Uknown
0614022124,"['1573-0387', '0022-5010']",443924,1052,Uknown
0614022130,['0022-5037'],443927,1785,Uknown
06140222113,"['0734-1512', '1477-2620']",441198,652,Uknown
061402367261,"['1911-0227', '0829-3201']",485570,711,Uknown
0614023745,['0022-0965'],442903,5000,Uknown
0614023801,"['0022-0973', '1940-0683']",339791,2930,Uknown
061402395180,['1566-0141'],440203,824,Uknown
061402399132,['2414-584X'],488278,100,True
061402422378,['0552-2153'],498025,20,Uknown
061402422389,['0552-2188'],501744,100,Uknown
061402422497,"['2353-3021', '0552-4245']",500340,10,True
0614024915,"['1552-7433', '0146-1672']",445664,4819,Uknown
0614024962,"['0267-3231', '1460-3705']",342677,1146,Uknown
06140251365,['2235-0225'],478004,3,True
061402550382,['1659-0201'],473713,74,True
061402564,"['1469-7602', '0305-0009']",442570,1615,Uknown
0614026207,"['1060-1538', '1520-6505']",440542,1014,Uknown
0614026277,['0740-5472'],341650,3657,Uknown
0614026284,['0740-624X'],440993,1665,Uknown
061402641461,"['2523-4293', '1811-3141']",497360,123,Uknown
061402641494,['1811-380X'],501832,6,Uknown
061402695752,['2173-478X'],483718,30,Uknown
061402747579,"['2271-6149', '0220-5610']",438787,355,True
06140276069,['0819-8691'],482521,245,Uknown
06140276188,"['1752-2366', '0822-7942']",340810,331,Uknown
061402786772,"['1873-5398', '1081-602X']",441214,781,Uknown
061402786914,"['1081-6976', '1555-2934']",477401,734,Uknown
061402830613,"['0380-6995', '1718-7850']",447251,46,Uknown
06140291615,"['2056-4406', '2056-4414']",487588,143,Uknown
0614029697,"['2268-4247', '1141-7161']",482925,450,True
0614029698,"['2032-0442', '0009-8140']",477347,304,Uknown
0614029699,['1958-5322'],475393,76,True
0614030007,['2368-9587'],488516,14,True
061403009868,['1809-8428'],487069,7,Uknown
061403013242,"['1467-9558', '0735-2751']",447039,742,Uknown
061403203,"['0257-3032', '1564-6971']",447707,413,Uknown
06140322525,"['2352-6408', '2352-6416']",484554,42,Uknown
061403315243,"['1758-9509', '1476-413X']",474915,209,Uknown
061403315379,"['2040-1388', '1476-4504']",446315,195,Uknown
061403318995,"['0254-9239', '2223-3768']",444397,130,True
061403320390,"['0254-9948', '2057-1690']",481475,568,Uknown
0614033848,"['1937-5239', '0002-8762']",437552,9963,Uknown
0614035024,"['1710-1115', '0008-4131']",438836,1425,Uknown
0614035206,"['2151-6227', '0010-4159']",439324,1299,Uknown
0614035240,"['0010-4175', '1475-2999']",439327,1888,Uknown
0614036648,"['0018-246X', '1469-5103']",441181,2600,Uknown
0614036686,"['0018-2648', '1468-229X']",441197,995,Uknown
0614036699,"['0018-2656', '1468-2303']",441201,978,Uknown
0614036764,"['0018-2680', '1748-5959']",441203,1209,Uknown
0614037286,['1278-3366'],439743,1056,True
0614037942,"['0340-0727', '1430-2772', '0033-3026']",341581,2191,Uknown
0614038267,"['0801-3322', '1504-3134']",339944,108,Uknown
0614038270,"['1891-943X', '0809-6724']",470231,267,True
0614039600,"['1890-7008', '0809-7291']",468273,145,Uknown
0614039602,"['1891-1838', '0800-1014']",342140,11,Uknown
0614039614,"['0034-7590', '2178-938X']",495239,1826,True
0614039698,"['1386-7415', '1573-1200', '0167-9902', '0166-2031']",341566,1220,Uknown
0614039748,['1697-0780'],473386,6,True
06140402781,['2178-4612'],499219,18,Uknown
0614041562,"['1044-6753', '2475-1898']",499471,104,Uknown
0614042597,"['2079-8555', '2310-0524']",491051,327,True
0614042604,"['2211-4750', '2211-4742']",478307,192,Uknown
0614042614,"['2194-6108', '1935-1682']",477558,993,Uknown
0614044004,['0301-0511'],343251,3796,Uknown
0614044207,"['1815-9834', '2587-5957']",497952,255,True
0614044428,"['2431-210X', '0987-6014']",491082,1,True
06140450586,"['1754-4750', '1754-4769']",478699,429,Uknown
0614045264,"['1943-1538', '2377-8784']",499569,44,Uknown
0614045581,"['2056-9793', '2056-9785']",488772,49,Uknown
0614045984,"['2310-8770', '2306-4994']",504357,928,True
0614046436,"['1221-8618', '1844-8585']",481102,365,Uknown
0614046966,"['2182-9942', '1646-043X']",486227,4,True
0614047055,"['2411-7587', '2413-0060']",488409,54,Uknown
0614048699,"['1940-9222', '1048-1885']",446177,1013,Uknown
06140501886,"['0969-9082', '1747-5848']",448172,477,Uknown
0614051007,"['1777-5388', '1252-6576']",438786,379,Uknown
061405400,['0006-3223'],343253,13814,Uknown
06140555023,"['0158-037X', '1470-126X']",447257,655,Uknown
0614058625,"['0270-7314', '1096-9934']",442972,2224,Uknown
06140594759,['2079-7877'],493804,94,Uknown
0614059913,"['2042-4582', '0093-4690']",442927,1976,Uknown
0614059948,"['0093-5301', '1537-5277']",442691,1593,Uknown
06140601697,"['1573-3394', '1099-1042', '1065-3058']",410773,925,Uknown
0614061086,"['1469-3518', '0141-1926']",428647,1009,Uknown
0614061091,"['0261-4367', '1466-4496']",340841,1332,Uknown
0614061173,"['0439-4216', '1953-8103']",444399,1721,Uknown
0614061217,"['1477-2744', '1068-316X']",446201,1241,Uknown
06140632049,['1986-3497'],477421,288,Uknown
06140632116,['1986-4558'],504070,54,Uknown
06140632146,"['2233-1158', '1986-5864']",488245,5,True
06140632160,"['1986-6038', '1986-602X']",488426,32,Uknown
06140632236,"['1986-681X', '2637-2185']",498057,26,Uknown
06140640502,"['0034-7701', '1678-9857']",477688,269,True
0614064425,"['1355-6207', '2326-6384']",442448,287,Uknown
06140674383,['0543-1220'],486692,6,Uknown
06140674464,['0543-3657'],505042,1,Uknown
06140674471,"['1334-2576', '0543-5846']",444780,2,True
06140728911,['2631-9179'],499180,25,True
06140728935,"['2631-9713', '1472-9474']",468545,137,True
06140767989,"['1387-6759', '1569-9897']",343568,281,Uknown
06140786423,"['1087-7142', '1758-860X']",450965,38,Uknown
061407973,['0022-362X'],443531,2712,Uknown
06140804064,['0032-6186'],497939,41,Uknown
06140804186,"['0032-7034', '2196-8225']",445996,827,Uknown
06140829401,"['1366-0691', '1749-6276']",478829,40,Uknown
06140842484,['2454-0722'],486700,88,Uknown
06140857165,"['1469-1787', '0956-5361']",437681,811,Uknown
06140859440,"['2578-3505', '2578-3491']",500581,71,Uknown
06140882097,"['0943-3058', '1570-0682']",444788,556,Uknown
06140905082,['2645-8845'],505294,128,Uknown
061409636,"['2159-4260', '0001-4788']",449208,1507,Uknown
061409645,['0001-4966'],343110,53919,Uknown
061501010206,"['1350-5033', '1753-5522']",439458,451,Uknown
061501010306,"['1350-5068', '1461-7420']",343220,885,Uknown
0615010550,"['2156-7093', '0003-6390']",437886,14,Uknown
0615010582,"['1943-5045', '0017-8055']",441051,1369,Uknown
061501058615,"['1086-0266', '1552-7417']",445478,769,Uknown
061501061826,['2163-9108'],437424,25,Uknown
061501095849,"['1847-9758', '1848-5030']",480420,36,True
061501095862,"['1848-5197', '1848-5189']",487052,166,Uknown
061501108,"['1059-0145', '1573-1839']",443712,1378,Uknown
061501110,['1059-0560'],342675,1612,Uknown
061501119388,"['1989-6840', '0210-6124']",472200,37,True
061501119405,"['0210-7694', '2253-7686']",441039,11,Uknown
061501119409,"['0210-8178', '2660-7301']",471084,7,True
061501120782,"['1516-8085', '2317-6644']",502444,7,Uknown
061501123407,"['1582-2486', '2821-8078']",483848,17,True
061501123411,"['2065-944X', '1582-2524']",497350,7,Uknown
061501123418,['1582-3458'],484191,24,True
061501123470,"['1582-5450', '1222-569X']",496721,4,True
061501123473,"['2069-0061', '1582-5647']",477326,164,Uknown
061501136268,['0009-8418'],447517,603,Uknown
061501213,"['0951-0893', '1477-4526']",440191,2283,Uknown
061501234363,"['1573-7748', '1092-7697']",441871,777,Uknown
061501253821,['1634-0450'],472672,67,True
061501262430,"['1941-1359', '1941-1340']",474480,300,Uknown
061501263,['0951-354X'],441827,1377,Uknown
061501265107,"['1137-2427', '2254-2043']",472269,25,True
061501265195,['2254-3139'],496999,137,True
061501265739,['2253-6655'],490011,47,True
061501265744,['2253-797X'],488530,171,True
061501265775,['2254-0059'],485097,115,True
061501265812,['2254-0644'],490602,29,True
061501265822,['2254-0709'],496408,22,True
061501265832,['2254-1179'],490013,6,True
061501265842,"['2174-047X', '2254-1756']",485828,100,True
061501265859,['2254-2035'],480317,49,True
061501265896,"['2254-2728', '2174-0992']",487722,29,True
061501265918,"['2254-7673', '2254-2930']",485630,10,Uknown
061501265946,['2254-3376'],489558,61,True
061501289319,['1984-2430'],496716,72,True
061501289354,"['1984-249X', '2179-4960']",488595,15,True
061501318,['0951-3574'],498987,1251,Uknown
061501335193,['1811-833X'],486465,238,Uknown
061501338939,"['1745-8226', '1474-8932']",483212,204,Uknown
061501355884,"['1533-8320', '0742-9797']",444799,427,Uknown
061501366351,"['1755-0491', '1755-0483', '1744-0491']",475794,448,Uknown
061501371869,['0255-2981'],482088,88,Uknown
061501414298,"['1166-3081', '1958-5780']",470864,499,Uknown
061501436653,"['2428-3606', '1768-9260']",483801,326,Uknown
061501439935,['2300-7567'],488932,6,True
061501440002,"['2083-8530', '2300-7605']",485005,90,True
061501468223,['2266-839X'],480883,92,True
061501469626,"['1121-1733', '1972-4926']",480121,155,Uknown
061501476766,['1576-3420'],487101,26,True
061501476793,['1576-4737'],470314,394,True
061501476864,"['1576-5962', '2174-0534']",489512,286,True
061501489214,"['2309-1088', '2079-3715']",484864,296,True
061501489240,['2079-3871'],486600,64,True
061501494134,"['1453-4223', '2065-9547']",486646,62,True
061501494470,"['1453-0961', '2668-4608']",484087,1,Uknown
061501494543,"['1453-7257', '2393-2694']",476547,4,True
061501494548,['1453-9306'],483192,12,Uknown
061501494582,"['1454-1513', '2734-4487']",493327,2,Uknown
061501494584,['1454-1521'],501844,18,Uknown
061501494603,['1454-4296'],488901,2,True
061501494621,"['1454-9409', '2344-4975']",501790,164,True
061501500289,"['1758-3497', '1758-3489']",478841,149,Uknown
061501511712,"['1314-8508', '0205-1834']",486163,1,Uknown
0615015497,"['0950-2386', '1466-4348']",340618,1383,Uknown
061501567186,"['0025-7834', '2282-5940']",491282,88,Uknown
061501567271,"['2282-717X', '2591-7684']",483574,43,True
061501567384,['2283-6837'],504988,16,Uknown
061501585824,"['2014-8801', '0211-819X']",483965,252,True
061501602064,"['0718-9753', '0717-5345']",504329,128,True
061501602382,['1609-624X'],471806,305,True
061501603494,"['1609-7475', '1560-909X']",501780,168,True
061501620619,"['2164-4551', '2164-4543']",489742,110,True
061501634680,"['2183-0886', '2184-0458']",498694,45,True
061501642640,"['2660-7212', '2660-4167']",503826,13,Uknown
061501642678,['2660-7395'],498643,1,True
061501642681,['2660-7697'],503407,2,True
061501642684,"['1131-7027', '2660-7743']",499972,4,True
061501642703,"['1137-8905', '2660-891X']",482916,23,True
061501644815,"['2312-1866', '2313-2345']",488396,30,Uknown
061501645017,"['2409-2118', '2313-402X']",486910,2,Uknown
061501646981,['1086-3222'],443927,665,Uknown
061501663121,"['2227-2283', '2587-6929']",489738,32,True
061501663813,['2227-1864'],491065,58,Uknown
061501663855,['2227-2380'],488445,15,Uknown
061501663910,"['2227-2747', '2227-281X']",502395,11,Uknown
0615016859,"['1095-9254', '0140-1971']",341743,2138,Uknown
0615016873,"['0140-2382', '1743-9655']",340264,2233,Uknown
0615016908,"['1743-937X', '0140-2390']",443796,1388,Uknown
0615016934,"['1469-1825', '0140-525X']",341882,11718,Uknown
061501696890,"['1338-5283', '1338-4465']",480266,47,Uknown
061501696909,"['1338-6581', '2644-5212']",487106,4,Uknown
061501696953,"['2585-8661', '1338-7219']",487534,20,Uknown
061501697011,['1338-7944'],493010,5,Uknown
061501697021,['1338-8339'],484073,11,Uknown
061501710943,"['0972-8740', '0972-8090']",500375,8,Uknown
061501739149,['1886-4805'],471993,127,True
061501781003,"['2330-3980', '2330-3964']",451858,95,Uknown
061501795014,"['1753-8548', '1755-1706']",474481,167,Uknown
0615018044,['0891-4222'],340337,4146,Uknown
0615018133,"['1539-3429', '1470-8175']",438414,1862,Uknown
061501815791,"['2172-055X', '2386-4761']",484915,3,Uknown
061501815794,['2172-2862'],483916,12,True
061501815811,"['1575-0825', '2172-3184']",488807,67,True
061501815904,"['2172-3958', '2172-7155']",485827,125,Uknown
061501815941,['2172-7457'],493299,5,True
061501815946,"['2172-7929', '2172-7910']",498751,23,True
061501823588,['1522-9270'],447261,334,Uknown
061501828946,['2218-2926'],491014,31,True
061501831349,"['1538-4594', '0968-8005']",443407,244,Uknown
06150183419,['2059-4631'],489563,220,Uknown
