,EP_id,Publications_in_venue,OC_omid,issn,Open Access
903,439505,817,061803066333,"['0973-0648', '0069-9667']",Unknown
2435,451810,816,0620913027,"['1744-9855', '1744-9863']",Unknown
687,437857,816,0660211988,['0003-5548'],Unknown
2256,447847,816,061902081836,"['0079-1636', '1467-968X']",Unknown
3052,476243,814,061301248632,"['1633-5961', '2259-8901']",Unknown
313,342262,814,06120147171,"['0167-8507', '1613-3684']",Unknown
668,437681,811,06140857165,"['1469-1787', '0956-5361']",Unknown
75,340324,811,0640419217,['0963-2719'],Unknown
1426,442770,810,061801313272,"['2154-3992', '1053-8151']",Unknown
746,438213,810,0615022194,"['1461-6734', '1469-2988']",Unknown
149,340867,810,0618067395,"['1355-770X', '1469-4395']",Unknown
1269,441823,807,06210205194,"['0966-9760', '1469-8463']",Unknown
1296,441994,806,0612059306,"['1471-6909', '0954-2892']",Unknown
597,436142,806,062401862878,"['1579-3680', '0213-4748']",Unknown
3124,476815,805,061901791804,"['1754-0747', '1754-0739']",Unknown
627,437275,805,0624025980,"['1059-7123', '1741-2633']",Unknown
568,430425,803,0660537386,"['1476-489X', '1357-5279']",Unknown
3038,476153,802,061801465608,"['1572-8390', '1122-1151']",Unknown
1306,442074,802,062203054871,"['1471-6445', '0147-5479']",Unknown
952,439861,801,0670259949,['0273-2297'],Unknown
1436,442791,800,0670950074,"['1363-9080', '1469-9435']",Unknown
2108,446998,799,0660521319,"['1470-1200', '0307-1022']",Unknown
1989,446345,798,062202174012,"['1057-3569', '1521-0693']",Unknown
1378,442482,798,06250736631,"['1053-0819', '1573-3513']",Unknown
45,340101,797,06150804184,"['1873-1279', '0304-4181']",Unknown
2055,446639,797,06501018992,"['0735-0198', '1532-7981']",Unknown
994,440093,797,0680773266,"['1469-5790', '0952-3987']",Unknown
595,436085,795,06220829944,['1366-5626'],Unknown
5409,488447,795,061401202432,['2397-1835'],True
763,438379,795,06170194737,"['1522-2365', '0170-6233']",Unknown
3656,482015,794,061101885025,"['0212-6109', '2041-3335']",Unknown
1183,441183,794,06702345699,"['1465-4466', '1569-206X']",Unknown
574,433105,794,06250198452,"['1474-0664', '0269-8897']",Unknown
238,341606,792,0626036701,"['0951-6298', '1460-3667']",Unknown
498,416781,792,0650196202,"['1047-1987', '1476-4989']",Unknown
2075,446769,790,06301350410,"['1364-2626', '1363-2434']",Unknown
1380,442485,790,0622036167,"['1469-9362', '1361-7672']",Unknown
1859,445481,790,068031564,"['1094-4281', '1552-7425']",Unknown
4845,486349,789,06801757221,['2075-4698'],True
1965,446210,787,0622032109,"['1076-8971', '1939-1528']",Unknown
1075,440526,787,068031496,"['1356-3890', '1461-7153']",Unknown
1835,445279,787,06150913779,['1534-150X'],Unknown
3140,476965,787,06801012988,"['1834-4453', '0728-4896']",Unknown
2234,447717,786,06201031048,"['0307-8833', '1474-0672']",Unknown
305,342186,786,061102885557,"['1572-9885', '0168-6577']",Unknown
2146,447258,786,06170332868,"['0039-3797', '1573-0948', '0925-9392']",Unknown
3698,482184,786,062401657974,"['0334-4355', '2040-4786']",Unknown
8431,504278,783,061801217965,['2147-1185'],Unknown
1931,445929,783,061702658188,"['0032-3470', '1862-2860']",Unknown
1174,441167,782,062101741289,"['0752-5702', '1777-5906']",Unknown
430,343398,782,062401592730,"['0358-5522', '1750-2837']",Unknown
6021,490983,782,06250166935,['0039-1735'],Unknown
1506,443156,781,06220771102,['1075-4253'],Unknown
1200,441214,781,061402786772,"['1873-5398', '1081-602X']",Unknown
554,427696,780,0680549158,"['1568-5314', '1568-4849']",Unknown
865,439226,780,06801029813,"['1354-6805', '1464-0619']",Unknown
3106,476620,779,061202073707,"['1812-9358', '1810-4967']",True
1762,444747,779,06502416393,"['2173-1306', '0076-230X']",True
875,439285,779,061032789,"['1468-2885', '1050-3293']",Unknown
2582,470707,779,06502152081,"['1749-4192', '0952-0767']",Unknown
1492,443056,778,06702124488,"['0952-1909', '1467-6443']",Unknown
1432,442783,778,06902444795,"['1469-9427', '1350-178X']",Unknown
790,438655,778,06250328107,"['1469-2104', '0265-0517']",Unknown
4933,486559,777,062302164080,['2165-8714'],Unknown
1275,441871,777,061501234363,"['1573-7748', '1092-7697']",Unknown
1355,442357,776,061601476258,"['1471-0358', '1471-0366']",Unknown
1557,443467,776,062202164101,"['0160-8061', '1540-8604']",Unknown
1459,442906,775,062501475613,"['1076-898X', '1939-2192']",Unknown
591,436010,775,06801586563,"['1578-4118', '1135-6405']",Unknown
4086,484015,775,062203338303,"['2053-888X', '0966-0356']",Unknown
438,343473,775,06190198682,"['0924-3453', '1744-5124']",Unknown
6885,496788,774,06180776959,"['1057-2252', '1542-7625']",Unknown
4665,485863,773,061201052405,['2008-5842'],True
3784,482765,773,061101276818,"['1045-1595', '2162-4070']",Unknown
2606,470913,773,06201841358,"['1743-923X', '1743-9248']",Unknown
2200,447517,772,061501136268,['0009-8418'],Unknown
1574,443636,772,0640830129,"['1469-7815', '0143-814X']",Unknown
3389,479858,771,061102217140,"['2167-7026', '2167-7034']",Unknown
3963,483559,771,061701642170,['2183-2803'],True
1988,446337,770,06401633392,"['1467-9329', '0034-0006']",Unknown
1539,443339,770,06170728982,"['1469-9583', '1354-571X']",Unknown
2275,448041,770,062401993805,"['0083-5897', '2031-0234']",Unknown
737,438153,770,062501803316,"['1467-839X', '1367-2223']",Unknown
1857,445478,769,061501058615,"['1086-0266', '1552-7417']",Unknown
1147,441007,768,06502768539,"['1875-6735', '0165-9227']",Unknown
1699,444300,767,06103077261,"['0261-4448', '1475-3049']",Unknown
834,438964,767,062503062088,"['1358-684X', '1469-3585']",Unknown
1309,442086,767,06303750151,['0019-0365'],Unknown
1057,440424,766,061601740295,"['1741-2609', '1477-3708']",Unknown
1869,445577,764,06250977943,"['2045-239X', '0068-2462']",Unknown
2098,446969,764,062301350493,['0037-6752'],Unknown
2282,448059,763,06230645450,"['1545-5920', '0894-9468']",Unknown
1690,444289,763,0625025821,"['0963-9470', '1461-7293']",Unknown
1777,444851,762,0630782609,"['1074-9039', '1532-7884']",Unknown
1415,442700,761,061701033769,"['1469-9419', '1353-7903']",Unknown
7639,499552,761,06303537927,"['0155-0640', '1833-7139']",Unknown
1783,444890,760,06240990280,"['0963-9489', '1469-9869']",Unknown
1258,441757,760,06220824276,"['1476-8062', '1476-8070']",Unknown
3736,482453,760,061101592417,"['0760-5668', '1777-5450']",Unknown
965,439910,760,0640395580,"['0959-2296', '1557-301X']",Unknown
1512,443186,760,06901741119,"['1569-9862', '1569-2159']",Unknown
1518,443201,759,06802224625,"['1089-4160', '1540-3548']",Unknown
3328,478928,758,061601915911,"['0187-893X', '1870-8404']",Unknown
311,342238,758,061101837386,"['0802-6106', '1473-4192']",Unknown
2504,469053,758,062202381292,['2164-9731'],Unknown
4982,486741,758,061601143841,['1988-5202'],True
590,435969,755,06701255514,"['1839-2083', '1441-3523']",Unknown
3685,482130,755,062303038946,"['2327-9486', '0270-8647']",Unknown
1764,444755,754,062301308602,"['1552-6828', '1097-184X']",Unknown
1794,444966,754,06201228028,"['1087-1640', '1543-2696']",Unknown
1961,446206,752,061401462849,"['1939-151X', '1524-9220']",Unknown
2250,447807,752,062302002467,"['0082-5433', '1568-5322']",Unknown
4642,485825,752,062201650628,"['1988-2696', '1134-1629']",Unknown
934,439765,751,06901424567,"['1548-6192', '0011-5266']",Unknown
2015,446464,751,0610967519,"['1470-1154', '1364-2529']",Unknown
2592,470815,751,0640817550,"['1475-147X', '1475-1461']",Unknown
1528,443257,750,0618024183,"['1466-4445', '1352-7266']",Unknown
1772,444836,750,06150764821,"['1475-4975', '0363-6550']",Unknown
382,342974,750,061503345779,"['1063-1119', '1568-5306']",Unknown
1041,440361,749,061902605920,"['0935-7335', '1437-1618']",Unknown
1143,440981,749,06240295222,"['1476-7724', '1476-7732']",Unknown
1086,440567,748,061603318520,"['1573-6938', '1386-4157']",Unknown
700,437932,748,06801154695,"['0895-7347', '1532-4818']",Unknown
6370,493432,746,061201953109,['2386-7418'],True
1544,443362,743,06130423907,"['0883-8534', '2161-1912']",Unknown
2116,447039,742,061403013242,"['1467-9558', '0735-2751']",Unknown
1182,441182,741,06110824127,"['1465-3451', '0143-9685']",Unknown
651,437571,741,0670597525,"['1549-6511', '0195-6744']",Unknown
799,438737,741,062201050231,['1086-3176'],Unknown
2432,451775,739,062401321679,"['1751-7419', '1362-704X']",Unknown
2119,447044,739,06103551490,"['1759-8818', '1069-4404']",Unknown
6745,495338,739,06503522445,"['1168-5549', '1775-3546']",Unknown
800,438738,737,06402422348,"['2041-5370', '0076-0730']",Unknown
3213,477730,737,06302308194,"['2040-5790', '2040-5804']",Unknown
4678,485900,737,061102022898,"['2227-1295', '2225-756X']",True
1326,442170,736,061801336276,"['2056-4139', '0021-1214']",Unknown
945,439836,736,06202354043,"['0747-9360', '1531-4790']",Unknown
1801,444999,735,06120587004,"['1533-8339', '0195-6167']",Unknown
3175,477401,734,061402786914,"['1081-6976', '1555-2934']",Unknown
2085,446845,733,06180298951,"['1529-8868', '1529-8876']",Unknown
41,340069,733,06702739331,"['0933-1719', '1613-3722']",Unknown
2205,447555,732,06901580486,"['0016-8890', '1930-6962']",Unknown
258,341798,731,061201836706,"['1568-5276', '0029-5973']",Unknown
2190,447465,731,06170590969,"['0892-3647', '1538-9286']",Unknown
1773,444847,731,062601616911,"['0026-4326', '1094-348X']",Unknown
1973,446230,730,0615027222,"['1530-9576', '1557-9271']",Unknown
714,438009,730,0623063953,"['1613-0650', '0003-9101']",Unknown
6815,496597,730,0618046010,['2345-0282'],True
686,437856,730,0640216325,['0003-5521'],Unknown
2429,451753,730,062101110361,['1553-1201'],Unknown
1798,444996,728,06201025318,"['1469-9893', '1461-3808']",Unknown
2711,472110,728,06602503651,"['0212-9728', '1695-2294']",Unknown
1333,442222,727,061103341775,"['1783-1490', '0019-0829']",Unknown
151,340888,726,0619029377,"['1469-9311', '0959-6410']",Unknown
416,343283,725,06501139417,"['0142-064X', '1745-5294']",Unknown
2393,451126,724,0660769049,"['2151-7290', '0898-9575']",Unknown
1622,443860,723,062401221238,"['1945-2330', '0197-1360']",Unknown
3369,479728,722,064908380,"['1867-299X', '2190-8249']",Unknown
1595,443715,722,061401197659,['1060-3743'],Unknown
739,438165,721,06210326937,"['1359-866X', '1469-2945']",Unknown
66,340246,720,06170544461,"['1468-2893', '1072-4745']",Unknown
1566,443553,720,06260384382,"['1569-9870', '0920-9034']",Unknown
1452,442852,720,066029837,"['1552-5457', '0075-4242']",Unknown
1121,440787,720,06202162438,"['1536-0334', '0160-9009']",Unknown
3068,476394,719,06602989599,"['0007-4403', '1968-3766']",Unknown
1802,445001,719,06101853399,"['1029-8649', '2045-4147']",Unknown
2247,447782,719,0690554534,['1359-5474'],Unknown
2527,470007,718,062203301073,"['1745-011X', '1745-0101']",Unknown
509,418691,717,061201016319,"['1089-2680', '1939-1552']",Unknown
2215,447587,717,062101304478,['1096-7516'],Unknown
1549,443405,716,0632016355,"['0929-8215', '1744-5027']",Unknown
1693,444292,716,06401452174,"['1747-7573', '0790-8318']",Unknown
1210,441269,715,06703431154,"['1936-4776', '1045-6767']",Unknown
2041,446589,715,061101233557,"['2105-2573', '0035-1423']",Unknown
1580,443678,714,061702859957,"['1467-9795', '0384-9694']",Unknown
3711,482254,714,06702264583,"['0380-2361', '1918-5979']",True
1689,444288,714,062201630054,"['1470-8477', '1747-759X']",Unknown
1319,442123,712,0644047106,"['0269-8595', '1469-9281']",Unknown
2000,446396,711,061103120362,"['1477-4658', '0269-1213']",Unknown
181,341151,711,061902895110,"['1573-6660', '1040-7308']",Unknown
1040,440359,711,06303145843,"['1572-8439', '1388-1957']",Unknown
4551,485570,711,061402367261,"['1911-0227', '0829-3201']",Unknown
3299,478783,710,06602123844,"['2575-1433', '2049-1115']",Unknown
2690,471802,710,0660552266,"['1931-3896', '1931-390X']",Unknown
1697,444297,710,063036577,"['1569-9889', '0272-2690']",Unknown
5534,488827,709,061202726913,['1958-9212'],True
2930,474955,709,062201787528,"['1613-4087', '0341-2059']",Unknown
675,437716,708,06802788673,"['2108-6443', '0399-0826']",Unknown
3023,475883,707,06170145354,"['1035-8811', '1835-9310', '1757-6547']",Unknown
3165,477336,707,06901833249,"['1563-0110', '1531-832X']",Unknown
1548,443373,705,06220729327,"['0277-9269', '1533-8347']",Unknown
2328,448277,705,06503272789,"['2190-6297', '1616-3443']",Unknown
1716,444354,705,062602804524,"['1543-4508', '1543-4494']",Unknown
4071,483985,705,06401335757,"['1865-7648', '0341-4183']",Unknown
2083,446832,705,061701983359,"['0267-6583', '1477-0326']",Unknown
2110,447003,705,06130435494,"['1474-2837', '1474-2829']",Unknown
944,439833,704,0630237376,['0046-001X'],Unknown
2209,447571,704,0640347880,"['1050-8619', '1532-7582']",Unknown
1253,441730,704,0621020687,"['1470-1324', '1360-144X']",Unknown
120,340656,703,062101866556,"['0039-3193', '1467-9582']",Unknown
107,340551,702,06170352722,"['1502-7678', '0029-3652']",Unknown
1469,442931,702,06150330312,['1042-9573'],Unknown
3958,483527,701,061601640148,['2183-2463'],True
184,341158,701,062303079073,"['1359-6748', '1747-5112']",Unknown
1191,441200,700,06503480305,"['0144-5340', '1464-5149']",Unknown
2123,447099,699,06160994465,"['1743-9612', '1360-8746']",Unknown
3603,481780,699,06302406825,"['0075-8914', '1756-3801']",Unknown
1212,441271,699,061801141664,"['0895-9285', '1532-7043']",Unknown
3060,476334,699,061701074306,"['2391-6737', '1733-6716']",True
1737,444459,697,0629036125,"['1958-5926', '0047-4800']",Unknown
2360,449324,697,061301280492,"['1479-2443', '1479-2451']",Unknown
2211,447574,696,061302713596,"['0927-5568', '1571-8182']",Unknown
3094,476565,696,06502318443,['2040-7149'],Unknown
610,436523,695,061101217542,"['0741-0883', '1552-8472']",Unknown
1156,441055,695,06170387409,['0073-0548'],Unknown
1002,440101,693,06160594032,"['1744-4187', '1380-3611']",Unknown
5629,489267,693,062201902057,['2226-471X'],True
2019,446478,693,061401702379,"['1569-5239', '1573-7152']",Unknown
4072,483986,692,06901109235,"['0343-4109', '2196-7024']",Unknown
707,437978,692,062502110314,"['0570-5398', '1570-0585']",Unknown
1184,441184,691,06110843530,"['1940-1906', '0161-5440']",Unknown
1915,445782,689,061101803006,"['1740-8989', '1742-5786']",Unknown
5106,487085,689,06160432557,"['2051-6770', '2051-6789']",Unknown
1609,443768,689,062101629488,"['1468-3857', '1743-9639']",Unknown
1026,440256,689,06803180890,"['1569-9730', '0172-8865']",Unknown
1384,442522,687,062301329105,"['1552-4574', '1050-6519']",Unknown
343,342604,686,06120813955,['1044-5005'],Unknown
2096,446936,686,062602676424,['1533-6263'],Unknown
711,437990,685,0640777921,"['1075-2196', '1099-0763']",Unknown
6069,491093,685,06701584601,['1963-1197'],True
2184,447432,685,062303071995,"['1573-1936', '1358-3883']",Unknown
1711,444340,684,061301399512,"['1573-0522', '0167-5249']",Unknown
3727,482409,683,06901801589,"['0578-6967', '2396-9202']",Unknown
735,438140,683,06501002630,"['1467-8373', '1360-7456']",Unknown
309,342223,682,062203327782,"['0022-4227', '1467-9809']",Unknown
1903,445741,682,061502060715,"['1527-2079', '0031-8213']",Unknown
895,439471,682,061802147594,"['1025-3866', '1477-223X']",Unknown
2778,472839,682,061801262088,['1305-3515'],Unknown
528,422852,681,06130388164,"['1084-5453', '1930-8892']",Unknown
897,439475,680,06220628860,"['1743-7997', '1361-9462']",Unknown
2309,448206,680,06601346840,"['1474-7456', '1475-3138']",Unknown
752,438277,679,061802812284,"['0726-8602', '1469-2996']",Unknown
3340,479076,679,0632013995,"['2211-369X', '2211-3681']",Unknown
1617,443804,679,06301480031,"['1552-7808', '1028-3153']",Unknown
4174,484357,679,061203072272,"['2048-0849', '0066-1546']",Unknown
1457,442891,677,061601458987,"['0047-2441', '1740-2379']",Unknown
1514,443188,677,06601760846,"['1534-8458', '1532-7701']",Unknown
1792,444959,677,0610964051,['0027-0741'],Unknown
1744,444530,676,06901816521,"['1740-8776', '1740-8784']",Unknown
1729,444431,676,06601585204,"['1530-9150', '0024-3892']",Unknown
1754,444667,676,06901996466,"['0748-1756', '1947-6302']",Unknown
3182,477514,675,0633059969,"['1748-8966', '1748-8958']",Unknown
7775,500312,675,062601196953,['1300-8811'],True
3779,482702,674,069045042,"['1968-3936', '0988-1824']",Unknown
884,439374,673,06220853839,"['1530-9312', '0891-2017']",True
1579,443676,671,061803329274,"['0022-4200', '1570-0666']",Unknown
4399,485063,670,0650413671,"['1939-7089', '1548-0518']",Unknown
1855,445475,670,0618067539,"['1355-7718', '1469-8153']",Unknown
1345,442317,670,06703449713,"['1476-6728', '0309-0892']",Unknown
1448,442828,670,06303762233,"['1063-4266', '1538-4799']",Unknown
684,437853,669,061301693268,"['1469-2902', '0066-4677']",Unknown
1945,446144,669,06220821364,"['0144-0357', '1743-9426']",Unknown
323,342436,669,06120974932,"['0048-1009', '1568-5365']",Unknown
1899,445736,668,061601243015,['0276-2080'],Unknown
2649,471224,668,06801841536,"['1744-1374', '1744-1382']",Unknown
5354,488293,668,061201936793,"['2055-7671', '2055-768X']",Unknown
1671,444179,668,061602684578,"['2190-6246', '0942-5403']",Unknown
3133,476909,668,062301500417,"['2043-7897', '2326-9995']",Unknown
1371,442445,668,06190548773,"['1072-5369', '1573-7764']",Unknown
3001,475715,667,061702057991,['1755-4586'],Unknown
541,425409,667,061802751076,"['1472-4790', '1740-388X']",Unknown
1022,440251,666,06190937293,"['1475-6757', '0013-8312']",Unknown
1533,443294,666,061703317029,"['1386-4416', '1573-1820']",Unknown
279,341953,666,0623028558,"['1401-5439', '1651-2022']",Unknown
3484,480801,666,06802779147,"['2261-4265', '1254-4590']",Unknown
2012,446442,666,062601310336,"['1532-7973', '0835-1813']",Unknown
601,436321,665,062101027228,"['1470-2266', '1471-0374']",Unknown
772,438586,664,06260979125,"['1460-3632', '1357-034X']",Unknown
1043,440364,662,061401011445,"['1466-1381', '1741-2714']",Unknown
1507,443157,662,061803117835,"['1547-7215', '1069-031X']",Unknown
3449,480446,662,061201788338,"['1740-9306', '1740-9292']",Unknown
2302,448176,661,0610916254,"['1943-2178', '0266-6286']",Unknown
2029,446501,661,061601155980,"['0091-732X', '1935-1038']",Unknown
1328,442175,660,062501746147,"['1743-9078', '0790-7184']",Unknown
2145,447257,660,06140555023,"['0158-037X', '1470-126X']",Unknown
6393,493563,659,06802470168,['2297-7775'],True
7839,500583,659,06201773805,"['2657-781X', '2657-7828']",Unknown
2235,447718,658,06501636481,"['1475-4533', '0040-5574']",Unknown
3009,475784,656,061301956499,['1954-3077'],True
4,339753,656,061025124,"['0003-5459', '2292-3586']",Unknown
1981,446271,655,06170727104,"['1470-1081', '1353-8322']",Unknown
1501,443137,654,062401225704,"['1520-6653', '1094-9968']",Unknown
2065,446701,654,06170682581,"['1558-0423', '1060-9393']",Unknown
2004,446418,652,06150966199,"['1572-8692', '1356-4765']",Unknown
